,word1,word2,prediction
1000,heel,stack,-0.8809523954987526
1001,held,nest,-0.9343730434775352
1002,helix,spiral,-0.7057743668556213
1003,highway,road,-0.3544708490371704
1004,hill,horizon,-0.8502285927534103
1005,hill,mountain,-0.6074616611003876
1006,hill,scenery,-0.9577955231070518
1007,history,recital,-0.8692665696144104
1008,hit,tourist,-0.9305868819355965
1009,hockey,ice,-0.7156179547309875
1010,hockey,play,-0.6762497425079346
1011,holiday,travel,-0.7447557747364044
1012,home,smoking,-1.0084830522537231
1013,honest,sincere,-0.44217604398727417
1014,hood,protection,-0.8834337741136551
1015,hope,psychology,-0.8844735771417618
1016,horizon,sky,-0.504835844039917
1017,horizontal,surface,-0.7179512083530426
1018,hostility,war,-0.7045626938343048
1019,hot,hot,0.0
1020,hot,sunny,-0.7540418803691864
1021,hotel,kill,-0.936123713850975
1022,hotel,library,-0.7079132795333862
1023,hotel,oak,-0.8972249180078506
1024,house,staircase,-0.8457713425159454
1025,house,windmill,-0.8647187501192093
1026,housing,vault,-0.9928895407356322
1027,hummingbird,rodent,-0.8462481796741486
1028,husky,painting,-0.8547889292240143
1029,image,visualize,-0.7868729382753372
1030,impressive,striking,-0.7388100922107697
1031,industrial,lake,-0.9390754476189613
1032,information,target,-0.8799180462956429
1033,infrastructure,structure,-0.7750615030527115
1034,initial,letter,-0.8835052773356438
1035,injury,wrong,-0.9278448820114136
1036,ink,liquid,-0.6361186504364014
1037,ink,organ,-0.9379729777574539
1038,insect,lizard,-0.6387536227703094
1039,installation,zoo,-0.9155768677592278
1040,instruction,lesson,-0.438549280166626
1041,interest,lien,-0.8877305313944817
1042,interior,object,-0.9034997969865799
1043,interior,paint,-0.8095375001430511
1044,interior,roof,-0.7599191963672638
1045,interior,staircase,-0.8391189426183701
1046,interior,tall,-0.9674245268106461
1047,interpretation,twist,-0.7851715832948685
1048,intrigue,romance,-0.46677863597869873
1049,inventory,listing,-0.7528046071529388
1050,invite,requests,-0.8740667700767517
1051,ipod,rope,-0.9497775584459305
1052,iron,robust,-0.9801214970648289
1053,israel,israeli,-0.3025764226913452
1054,israel,terror,-0.6124230623245239
1055,issue,up,-0.8798510208725929
1056,ivy,oak,-0.6857814788818359
1057,jaguar,storm,-0.9345571398735046
1058,jamaica,queens,-0.5141603648662567
1059,jazz,play,-0.8318801671266556
1060,jean,shirt,-0.8503420054912567
1061,jean,washing,-0.942675344645977
1062,jellyfish,punk,-0.8597857803106308
1063,jellyfish,texture,-0.9358551204204559
1064,joke,message,-0.816690519452095
1065,journal,writing,-0.7341171503067017
1066,judgment,sense,-0.6779778301715851
1067,jump,stitch,-0.9216049537062645
1068,jump,uniform,-1.0119553599506617
1069,jury,school,-0.9406770393252373
1070,justice,official,-0.6325827836990356
1071,juvenile,rope,-0.8817492052912712
1072,key,misty,-0.9237036779522896
1073,key,motor,-0.9455745816230774
1074,keyboard,soldier,-0.9849171452224255
1075,kidnapped,shanghai,-0.907269224524498
1076,kill,sacrifice,-0.7649643570184708
1077,kill,shot,-0.7893306612968445
1078,kind,soft,-0.931495264172554
1079,kiss,rusty,-0.9323712289333344
1080,kitchen,sleep,-0.8557946234941483
1081,kitchen,stair,-0.7202285528182983
1082,kitchen,washing,-0.6386174261569977
1083,kitten,kitty,-0.5349836945533752
1084,knock,tap,-0.8734346777200699
1085,lad,wizard,-0.6191026866436005
1086,lady,sexy,-0.6955465078353882
1087,lake,scenery,-0.7571283280849457
1088,lake,town,-0.6170812547206879
1089,lamb,lantern,-0.8885283768177032
1090,lamb,number,-0.9286591857671738
1091,lamb,snow,-0.8660263270139694
1092,landscape,mountain,-0.7463612258434296
1093,landscape,stadium,-0.8966587260365486
1094,lantern,oak,-0.856722965836525
1095,lapse,suspension,-0.791973665356636
1096,last,last,0.0
1097,last,senior,-0.9561147317290306
1098,laundering,machine,-0.9234451130032539
1099,law,mosaic,-0.8378279358148575
1100,lawn,sleep,-0.8201755732297897
1101,layer,region,-1.0128134600818157
1102,leaf,nature,-0.9278328791260719
1103,lean,rest,-0.8686115443706512
1104,leap,second,-0.9232118129730225
1105,learned,learned,0.0
1106,leather,pouch,-0.6955763697624207
1107,leather,sunshine,-0.9120277613401413
1108,leave,pass,-0.7852867692708969
1109,left,morning,-0.8771480098366737
1110,left,walk,-0.9013718068599701
1111,lego,rodent,-0.9266566708683968
1112,lever,machine,-0.6939760744571686
1113,lever,open,-0.9337087869644165
1114,licking,marble,-0.9098516404628754
1115,licking,pier,-0.9232831001281738
1116,licking,puppy,-0.6745873093605042
1117,licking,rusty,-0.8351311087608337
1118,licking,sitting,-0.7536822259426117
1119,lie,line,-0.8369500190019608
1120,lie,sun,-0.8974646404385567
1121,light,shadow,-0.7819564044475555
1122,light,sleep,-0.888320803642273
1123,light,sunlight,-0.5556306540966034
1124,lighthouse,wall,-0.7700106501579285
1125,lighting,man,-0.9768186453729868
1126,lighting,stone,-0.7937130182981491
1127,lily,plant,-0.8298618644475937
1128,lily,purple,-0.6289176642894745
1129,lily,tulip,-0.5743863582611084
1130,limb,limb,0.0
1131,line,street,-0.8354362547397614
1132,lion,square,-0.8710262328386307
1133,list,position,-0.8483736962080002
1134,list,post,-0.8227642178535461
1135,list,shopping,-0.8683197647333145
1136,listing,organization,-0.927997961640358
1137,live,stitch,-0.9102900922298431
1138,location,space,-0.7898684740066528
1139,lock,mannequin,-0.9118820801377296
1140,looking,sightseeing,-0.9048928171396255
1141,loss,reducing,-0.9345034658908844
1142,love,romance,-0.5731629133224487
1143,lower,sustain,-0.8919719234108925
1144,lunch,morning,-0.6689317524433136
1145,lunch,sunny,-0.8322076350450516
1146,machine,pond,-0.899358406662941
1147,machine,sketch,-0.9851734358817339
1148,machine,washing,-0.6974995732307434
1149,magnitude,size,-0.6685238778591156
1150,magnolia,maple,-0.6575381755828857
1151,maker,manufacturer,-0.13215798139572144
1152,makeup,people,-0.979460833594203
1153,male,man,-0.8366186618804932
1154,manufacture,up,-1.0158541891723871
1155,map,sewing,-0.9975915940012783
1156,map,video,-0.8806154429912567
1157,maple,oak,-0.49414944648742676
1158,marble,postcard,-0.849233940243721
1159,marble,sing,-0.9459480345249176
1160,market,shop,-0.8266321569681168
1161,market,sweeten,-0.9721790477633476
1162,mars,water,-0.8787087202072144
1163,mask,roof,-0.8514646589756012
1164,match,matchstick,-1.0000084685470938
1165,match,play,-0.5759679079055786
1166,matter,text,-0.8350612670183182
1167,mayor,villa,-0.8508846461772919
1168,meal,rice,-0.6291196048259735
1169,means,tool,-0.720207005739212
1170,measure,twist,-0.9215128794312477
1171,meat,moon,-0.9424947239458561
1172,meat,potato,-0.5140509903430939
1173,meat,soup,-0.500484824180603
1174,medium,organization,-1.0007169598829933
1175,melody,music,-0.554724782705307
1176,memorial,rope,-0.9200141057372093
1177,memory,operation,-0.9751083590090275
1178,metro,rail,-0.47612661123275757
1179,metro,train,-0.5210969150066376
1180,military,reflection,-0.9524918273091316
1181,military,wasp,-0.8770414143800735
1182,mill,wild,-0.9668447896838188
1183,mill,windmill,-0.7294393479824066
1184,miniature,paint,-0.8447500467300415
1185,miniature,painting,-0.7837214767932892
1186,minister,work,-1.0498342514038086
1187,mirror,raspberry,-0.9702340755611658
1188,mist,sky,-0.5741555988788605
1189,mist,sunny,-0.7362750470638275
1190,misty,sky,-0.6429200172424316
1191,misty,snow,-0.6429372429847717
1192,misty,sunny,-0.6275663077831268
1193,misty,sunrise,-0.6935345232486725
1194,misty,sunshine,-0.6127704977989197
1195,model,toe,-0.9093768447637558
1196,mole,spy,-0.8564947694540024
1197,moment,thief,-0.9031355977058411
1198,money,pile,-0.9154622107744217
1199,money,quota,-0.9230480864644051
1200,monster,rock,-0.7340877652168274
1201,month,year,-0.4096102714538574
1202,moon,mushroom,-0.841869592666626
1203,morning,sunrise,-0.47358250617980957
1204,morning,sunshine,-0.6970587074756622
1205,mortal,mother,-0.8789207264780998
1206,moss,plant,-0.8420972526073456
1207,mother,mother,0.0
1208,mother,mother-in-law,-0.25727564096450806
1209,mother,pregnant,-0.39674943685531616
1210,mother,yeast,-0.9987190398387611
1211,motion,step,-0.7228867709636688
1212,motto,volunteer,-0.7981768995523453
1213,mouth,tongue,-0.45642685890197754
1214,move,shifting,-0.7222007513046265
1215,move,spread,-0.822353184223175
1216,move,swell,-0.7897671163082123
1217,mozart,wagner,-0.7010025084018707
1218,museum,swim,-0.9126316905021667
1219,music,musician,-0.6087779104709625
1220,music,print,-0.7975888401269913
1221,music,track,-0.8988534137606621
1222,musical,solo,-0.6259128749370575
1223,nail,rusty,-0.6862154304981232
1224,nation,spanish,-1.020947139710188
1225,native,rhodes,-0.8364588618278503
1226,necklace,snow,-0.977682514116168
1227,nest,wasp,-0.6550219357013702
1228,noodle,pigeon,-0.7916352301836014
1229,novel,story,-0.5639378130435944
1230,nude,painting,-0.6176660656929016
1231,nurse,nurse,0.0
1232,nut,sunflower,-0.6145820617675781
1233,observation,radio,-0.8580122590065002
1234,observe,violating,-0.7924394607543945
1235,obvious,plain,-0.7850143164396286
1236,obvious,room,-0.948622677475214
1237,occasion,second,-0.9223119765520096
1238,occupation,place,-0.9761451464146376
1239,ocean,pacific,-0.3642561435699463
1240,ocean,underwater,-0.5328735411167145
1241,ocean,water,-0.6519463956356049
1242,old,race,-0.8711764067411423
1243,old,seat,-0.8722277581691742
1244,operation,operation,0.0
1245,opinion,sentiment,-0.5215859711170197
1246,orange,peel,-0.5717748403549194
1247,orange,raspberry,-0.4903518557548523
1248,orange,shop,-0.8460737764835358
1249,origami,stadium,-0.896063506603241
1250,origin,root,-0.8719418197870255
1251,out,sent,-0.9724119640886784
1252,outdoor,pool,-0.5959112048149109
1253,outdoor,swimming,-0.6057956516742706
1254,outfit,sign,-0.9660254158079624
1255,outfit,sock,-0.7224661707878113
1256,overflow,sewer,-0.6288152039051056
1257,pain,suffering,-0.38636064529418945
1258,paint,picture,-0.8617854863405228
1259,paint,portrait,-0.8156708031892776
1260,painting,sculpture,-0.422965407371521
1261,palace,ruin,-0.8590840697288513
1262,panorama,scenery,-0.5872818529605865
1263,panorama,view,-0.6613696217536926
1264,panorama,zoo,-0.9712483715265989
1265,paper,railway,-0.9734134823083878
1266,paper,vine,-0.9626680687069893
1267,papers,security,-0.9257036745548248
1268,park,parking,-0.5738809108734131
1269,part,relation,-0.7655263096094131
1270,party,seat,-0.702438473701477
1271,pass,ticket,-0.8685595691204071
1272,pass,topping,-0.8950186744332314
1273,passage,quotation,-0.6161855459213257
1274,passing,passing,0.0
1275,path,star,-0.9366254135966301
1276,patio,sleep,-0.8054832518100739
1277,patio,stair,-0.755038782954216
1278,patio,staircase,-0.6662735641002655
1279,patio,woman,-0.9055278897285461
1280,pavilion,terrace,-0.5495652258396149
1281,paw,theatre,-0.947208546102047
1282,peel,skin,-0.678461104631424
1283,pennsylvania,writer,-0.9199062585830688
1284,people,wounded,-0.6851877570152283
1285,pepper,potato,-0.5039823651313782
1286,pepper,tomato,-0.29238295555114746
1287,person,tiger,-0.9267638921737671
1288,personnel,police,-0.4973064661026001
1289,persuasion,weapon,-0.8259313851594925
1290,petal,shade,-0.7600917816162109
1291,photo,photography,-0.615071028470993
1292,photograph,still,-0.881899319589138
1293,photographer,portrait,-0.6998796164989471
1294,photographer,wedding,-0.8803955167531967
1295,piano,wolf,-0.8287152945995331
1296,pigeon,round,-1.0031552594155073
1297,pillow,stone,-0.7992366254329681
1298,pink,skirt,-0.5237624645233154
1299,pink,white,-0.4869229197502136
1300,place,place,0.0
1301,place,siphon,-0.9451293088495731
1302,plain,report,-0.9538537673652172
1303,plant,seed,-0.7291831970214844
1304,plant,skate,-0.945921253412962
1305,play,rail,-1.0040031936950982
1306,play,sign,-0.761356920003891
1307,play,thousand,-0.9615608602762222
1308,player,slave,-0.9071243777871132
1309,pledge,promise,-0.3112059235572815
1310,plot,strategy,-0.6439453661441803
1311,point,second,-0.6192440390586853
1312,point,spot,-0.7084744870662689
1313,point,tennis,-0.9806122574955225
1314,point,trouble,-0.7865521907806396
1315,poll,poll,0.0
1316,pond,water,-0.6515475213527679
1317,poodle,puppy,-0.4691104292869568
1318,poodle,terrier,-0.34513646364212036
1319,pool,relax,-0.7974682748317719
1320,porch,roof,-0.5423103868961334
1321,porch,scooter,-0.9272850081324577
1322,porch,staircase,-0.6286619007587433
1323,portrait,underground,-0.9128756076097488
1324,potato,rice,-0.4741845726966858
1325,president,president,0.0
1326,price,price,0.0
1327,principle,principle,0.0
1328,privilege,rich,-0.8217473477125168
1329,production,production,0.0
1330,profiling,racism,-0.4044773578643799
1331,protection,roof,-0.9662301428616047
1332,protest,tile,-1.0489394068717957
1333,publish,show,-0.8219622224569321
1334,pug,puppy,-0.4479774236679077
1335,punk,vinyl,-0.7595333456993103
1336,puppy,skyline,-1.0153865916654468
1337,purple,violet,-0.5755793750286102
1338,pyramid,speculation,-0.9634686261415482
1339,quality,romance,-0.9086844027042389
1340,queen,queen,0.0
1341,race,racing,-0.47789156436920166
1342,race,square,-0.9971594861708581
1343,radical,role,-0.8155655562877655
1344,rail,train,-0.3633853793144226
1345,railroad,underground,-0.6808288991451263
1346,railway,station,-0.5222563445568085
1347,rain,wet,-0.6397548615932465
1348,raise,shoulders,-0.9574352242052555
1349,raising,upbringing,-0.8926908448338509
1350,raspberry,sweet,-0.5487811863422394
1351,read,reading,-0.3499789237976074
1352,rebel,soldier,-0.6008334755897522
1353,rebel,young,-0.9744704104959965
1354,recognize,succeed,-0.6647548377513885
1355,record,score,-0.5568876564502716
1356,record,write,-0.9503934681415558
1357,red,shade,-0.7722605466842651
1358,red,stripe,-0.60569828748703
1359,redhead,rusty,-0.804398238658905
1360,relax,sitting,-0.7430849671363831
1361,relief,total,-0.8268396109342575
1362,religion,remedy,-0.8009760230779648
1363,religion,trinity,-0.7472119629383087
1364,report,study,-0.5973061323165894
1365,reptile,vacation,-0.9619610570371151
1366,reservation,reservation,0.0
1367,resistance,resistance,0.0
1368,reverse,reverse,0.0
1369,rice,yellow,-0.8223965913057327
1370,ripple,shadow,-0.877206914126873
1371,ripple,wave,-0.6314258277416229
1372,river,valley,-0.4429727792739868
1373,river,waterfall,-0.6564981639385223
1374,robbery,rolling,-1.0034684990532696
1375,rod,rod,0.0
1376,role,title,-0.7873398512601852
1377,rolling,sound,-0.8242574483156204
1378,room,sitting,-0.5772755146026611
1379,root,stem,-0.6933819353580475
1380,rope,shore,-0.8454197496175766
1381,rose,rose,0.0
1382,round,shape,-0.854263961315155
1383,row,terrace,-0.7721315175294876
1384,rub,wipe,-0.6501936316490173
1385,ruin,stone,-0.7859002649784088
1386,ruin,town,-0.7800682634115219
1387,running,sprint,-0.8118123710155487
1388,rusty,shade,-0.7847612649202347
1389,rusty,stand,-0.8932806700468063
1390,saddle,soap,-0.7845445275306702
1391,sail,sheet,-0.9600049033761024
1392,sailing,sunk,-0.6138183772563934
1393,sake,shade,-0.9653817228972912
1394,satellite,solar,-0.693339467048645
1395,scenery,trail,-0.7109135389328003
1396,school,welsh,-0.9244185388088226
1397,sea,shore,-0.35818254947662354
1398,sea,submarine,-0.6022380292415619
1399,sea,water,-0.6800216436386108
1400,season,winter,-0.6827615797519684
1401,seize,take,-0.7053946256637573
1402,series,string,-0.7261996865272522
1403,sex,sex,0.0
1404,sexy,smile,-0.7548132389783859
1405,shade,tree,-0.5613278150558472
1406,shade,whale,-0.9293203949928284
1407,shadow,sunlight,-0.6871673166751862
1408,shape,square,-0.8595007359981537
1409,sheet,sheet,0.0
1410,shining,work,-0.9803190566599369
1411,ship,spouse,-0.9492717385292053
1412,shirt,tiger,-0.845125213265419
1413,shopping,store,-0.5244552493095398
1414,shore,swim,-0.6459868252277374
1415,shore,town,-0.657402515411377
1416,shore,valley,-0.776020959019661
1417,short,trading,-0.9066899716854095
1418,sight,vision,-0.7701088786125183
1419,sign,sign,0.0
1420,silence,still,-0.8529427945613861
1421,single,sole,-0.6699881553649902
1422,sitting,sleep,-0.6827676892280579
1423,situation,things,-0.5800545811653137
1424,skate,vehicle,-0.990498498082161
1425,skating,sticker,-0.9715521149337292
1426,skin,skin,0.0
1427,sky,sunlight,-0.5105324387550354
1428,skyline,view,-0.6459384858608246
1429,slash,stroke,-0.8336677253246307
1430,slave,worker,-0.7521084696054459
1431,sleeping,waking,-0.48906826972961426
1432,small,valley,-0.8653572499752045
1433,small,village,-0.7898130714893341
1434,smile,time,-0.9130015224218369
1435,smile,view,-0.928498275578022
1436,smile,walk,-0.8036485761404037
1437,smoking,sunny,-0.9164693579077721
1438,snap,touch,-0.7240966558456421
1439,sock,stocking,-0.6672182381153107
1440,solstice,summer,-0.6021897196769714
1441,song,vocal,-0.5741764605045319
1442,speech,word,-0.6932458281517029
1443,spin,sweat,-0.8503188788890839
1444,spiral,staircase,-0.4746161699295044
1445,spread,spread,0.0
1446,square,town,-0.6952522397041321
1447,stamp,weave,-0.9018256068229675
1448,stand,tear,-0.8213412761688232
1449,stand,walk,-0.595454216003418
1450,star,star,0.0
1451,star,storm,-0.8849908709526062
1452,steel,wing,-0.9144429937005043
1453,step,travel,-0.9714401494711637
1454,step,walk,-0.7172152996063232
1455,step,wind,-0.9270220920443535
1456,sticker,track,-0.9609372727572918
1457,stock,stock,0.0
1458,storm,thunderstorm,-0.4216238856315613
1459,straight,stretch,-0.628898024559021
1460,strains,trouble,-0.7589186578989029
1461,stream,waterfall,-0.5835690796375275
1462,stripe,train,-0.9804250933229923
1463,stripe,violet,-0.6513501107692719
1464,subway,underground,-0.5118845701217651
1465,subway,valentine,-0.9554798305034637
1466,sun,sun,0.0
1467,sun,sunburst,-0.7954983860254288
1468,sun,sunlight,-0.4144386649131775
1469,sun,sunshine,-0.5074338018894196
1470,sunlight,thriller,-0.8978891298174858
1471,sunny,weather,-0.4867510199546814
1472,sunny,wet,-0.7641822248697281
1473,sunshine,weather,-0.5339266955852509
1474,support,trace,-0.8932240828871727
1475,surface,territory,-0.909526914358139
1476,surfer,wave,-0.8272383660078049
1477,tall,wool,-0.809303417801857
1478,tenure,term,-0.4263647794723511
1479,thing,thing,0.0
1480,ticket,writing,-0.9516134969890118
1481,tops,tops,0.0
1482,touch,upset,-0.8577917218208313
1483,tour,travel,-0.6171825230121613
1484,traffic,traffic,0.0
1485,train,train,0.0
1486,travel,travel,0.0
1487,travel,wandering,-0.8192890733480453
1488,tunnel,underground,-0.43148350715637207
1489,type,write,-0.8757712990045547
1490,valley,village,-0.5111812055110931
1491,van,vine,-0.8964338451623917
1492,violet,white,-0.6703058481216431
1493,violet,yellow,-0.5783469378948212
1494,washer,worker,-0.9272883012890816
1495,water,water,0.0
1496,ways,ways,0.0
1497,weather,winter,-0.47212648391723633
1498,wednesday,weekday,-0.7516298890113831
1499,word,word,0.0
